Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Sidreria Mayar, Cangas de Onís,43.350189,-5.130195,"C. el Parque, n3, Cangas de Onís, Principado de Asturias, España",+34616678383,['10'],"['11:30-00:00', 'Cerrado', '11:30-00:00', '11:30-00:00', '11:30-00:00', '11:30-00:00', '11:30-00:00']",['Española'],70,279,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Al tiempo que los visitantes disfrutan de las vistas de Puente Romano, también reservan una mesa aquí para degustar sus estupendas propuestas. Disfruta de la cocina española en este restaurante. Ven a Sidreria Mayar y haz un intermedio para degustar su bien trabajado rape, su sorprendente fabada asturiana o su casero picadillo. Según las opiniones de los críticos, aquí sus camareros te ofrecen una delicada tarta de queso, una bien preparada tarta de almendra y un generoso pastel de frutas. Es fácil encontrar este lugar gracias a su gran ubicación. Cuando vayas a este lugar, tienes que pedir su estupenda sidra. El café cortado de este restaurante no es muy del agrado de sus usuarios. Un gran número de clientes suponen que en este establecimiento los camareros y camareras son buenos. Muchos críticos encuentran que el servicio es gratificante. Sus precios satisfactorios son una de esas cosas que se deben resaltar al hablar de Sidreria Mayar. Cuando entres en este establecimiento, presta atención a su agradable ambiente. Pero la mayoría de los asiduos que usan Google no le dieron a este lugar una nota muy alta.",https://es.restaurantguru.com/Sidreria-Mayar-Cangas-de-Onis-3,X,X
Doner kebab house, Cangas de Onís,43.3491921,-5.1293785,"C. Calz. de Ponga, 5, Cangas de Onís, Principado de Asturias, España",+34984186784,X,"['17:00-00:00', 'Cerrado', '17:00-00:00', '17:00-00:00', '17:00-00:00', '17:00-00:00', '17:00-00:00']",X,70,62,"['Tarjetas de crédito aceptadas', 'Para llevar', 'No accesible para sillas de ruedas']",Puente Romano es uno de los lugares más impresionantes que suelen visitar los turistas. Saborea sus singulares kebabs. Una serie de usuarios encuentran que el personal esta bien preparado en este restaurante. Su admirable servicio te hará sentirte especial. Doner kebab house arropa a sus visitantes con una hogareña atmósfera. La nota global de este lugar en Google es de 4.,https://es.restaurantguru.com/Doner-Kebab-House-Cangas-de-Onis,X,X
Restaurante La Casa de la Fabada, Principado de Asturias,43.350624,-5.131013,"Calle Venta s/n, Cangas de Onís, Principado de Asturias, España, 33589",+34985849494,"['10', '24']",X,"['Española', 'Churrasquería']",70,256,"['Tarjetas de crédito aceptadas', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Visitar Puente Romano lleva tiempo y esfuerzo, así que, si después tienes hambre, visita esta parrilla y disfruta de una sabrosa comida. Explora aquí el universo de la cocina española. Muchos de sus clientes opinan que los camareros ofrecen aquí un buen laing, un bien valorado bacalao y unos recomendables calamares. Prueba su generosa tarta de queso. Aquí puedes beber una estupenda sidra. La gente normalmente visita Restaurante La Casa de la Fabada para tomar su extraordinario café cortado. Los niños pueden elegir sus platos del menú infantil. Una serie de críticos estiman que en este establecimiento el personal es genial. Su rápido servicio es un enorme plus para este lugar. Según las opiniones de los usuarios, los precios son justos. Este lugar se asocia con un ambiente inusual.",https://es.restaurantguru.com/Restaurante-La-Casa-de-la-Fabada-Cangas-de-Onis,X,X
El Templo, Cangas de Onís,43.3499651,-5.1289787,"C. San Pelayo, 14, Cangas de Onís, Principado de Asturias, España",+34985947298,['10'],"['08:00-03:30', '08:00-03:30', '08:00-03:30', '08:00-03:30', '08:00-05:30', '08:00-05:30', '08:00-05:30']","['Comida Rápida', 'Cocktelerías']",70,609,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Tanto Puente Romano como El Templo merecen una visita. Disfruta de uno de los mejores placeres de esta vida: unos caseros nachos, una tierna pizza y unos perfectamente elaborados patatas en agradable compañía. La gente normalmente visita este restaurante para paladear su excelente café. La estupenda ubicación de El Templo hace que llegar a él por cualquier medio sea muy sencillo. Imagina una combinación de comidas estupendas con un personal afable: eso es exactamente lo que este lugar te brinda. Descansar y comer aquí es siempre un placer, principalmente por su agradable servicio. Te vas a sorprender con los asequibles precios de este lugar. Este restaurante tiene una atmósfera genial y una decoración interesante. Los usuarios de Google que visitaron El Templo afirman que la nota más adecuada es 4,2.",https://es.restaurantguru.com/El-Templo-Cangas-de-Onis,https://eltemplocangasdeonis.com,https://www.instagram.com/eltemplocangas/?hl=es
Pulperia Octopus y Tapas, Cangas de Onís,43.3507735,-5.1262378,"C. el Mercado, 24, Cangas de Onís, Principado de Asturias, España",+34684645973,X,"['Cerrado', '12:30-23:30', '12:30-23:30', '12:30-23:30', '12:30-23:30', '12:30-23:30', '12:00-23:30']",X,70,125,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Una vez que hayas visto Puente Romano, es el momento de descansar en este restaurante. Comer su sabroso pulpo, sus atrayentes tapas y sus generosos mejillones son aquí una experiencia estupenda. Algunos de sus invitados recomiendan probar la irresistible sidra de Pulperia Octopus y Tapas. Sus afables camareros y camareras son muy trabajadores, tienen siempre una actitud positiva y hacen que este sea un lugar estupendo. La mayoría de clientes han reparado en el hecho de que el servicio es correcto. Este lugar te sirve manjares a unos precios bajos. Pero los usuarios de Google han valorado este lugar y no ha logrado una puntuación muy alta.",https://es.restaurantguru.com/Pulperia-Octopus-y-Tapas-Cangas-de-Onis,X,X
Restaurante Terraza de verano El Prau, Cangas de Onís,43.3498856,-5.131149,"Av. Castilla, 2, Cangas de Onís, Principado de Asturias, España",+34985849518,X,"['18:00-00:00', '18:00-00:00', '18:00-00:00', '18:00-00:00', '18:00-00:00', '18:00-00:00', '13:00-00:00']",X,68,56,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Reserva', 'Accesible para sillas de ruedas']","Desde el ventanal de este restaurante, la vista de Puente Romano es maravillosa. Explora aquí el universo de las cocinas mediterránea y española. Muchos visitan Restaurante Terraza de verano El Prau para saborear sus caseros patatas, su sorprendente laing y su perfectamente elaborada parrillada. Puedes pedir unos generosos helados. Su sensacional sidra hará que tu comida esté incluso más deliciosa, lo que, con seguridad, te hará volver. Las calificaciones tan altas de este lugar no hubieran sido posibles sin un abnegado personal. Un gran número de críticos remarcan que el servicio es estupendo. Podemos recomendar este establecimiento por sus precios bajos. Pero los usuarios de Google no le han concedido a este lugar una calificación muy alta.",https://es.restaurantguru.com/El-Prau-Cangas-de-Onis,X,X
Restaurante La Estacion, Cangas de Onís,43.352478,-5.126595,"C. Picos de Europa, Cangas de Onís, Principado de Asturias, España",X,X,"['07:30-21:00', '07:30-21:00', '07:30-21:00', '07:30-21:00', '07:30-21:00', '07:30-21:30', '07:30-21:30']",X,68,90,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Desde el ventanal de este restaurante, la vista de Puente Romano es maravillosa. Restaurante La Estacion sirve unos bien trabajados sándwiches y un sorprendente pollo. A sus visitantes no les gusta el café de este lugar. Comprueba por ti mismo lo admirable que es su personal. El servicio en este lugar se podría describir como algo agradable. Una vez dentro, su atmósfera es encantadora. Pero los asiduos valoran este restaurante por debajo de la media en Google.",https://es.restaurantguru.com/La-Estacion-Cangas-de-Onis,X,X
Hotel Nochendi, Cangas de Onís,43.3512789,-5.1302993,"Av. D.Constantino Glez Y González, 4, Cangas de Onís, Principado de Asturias, España",+34985849513,X,X,X,74,116,X,"Después de visitar Puente Romano, puedes echarle un vistazo a la carta de este restaurante. Si vas a Hotel Nochendi, prueba su atrayente laing. Es fácil encontrar este lugar gracias a su estupenda ubicación. Un gran número de visitantes creen que aquí el personal es sofisticado. Un sorprendente servicio es siempre un plus importante. Los usuarios de Google son muy generosos con este lugar: le han dado 4,4 estrellas.",https://es.restaurantguru.com/Hotel-Nochendi-Cangas-de-Onis,https://hotelnochendi.com,X
"Cerveceria PARK - Pizzas, cachopos, hamburguesas, menú del día casero", Cangas de Onís,43.3504475,-5.1297153,"C. el Parque, 5, Cangas de Onís, Principado de Asturias, España",+34985848177,['10'],"['09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00', '09:00-00:00']",['Pizza'],68,916,['Para llevar'],"Comida para llevar de Cerveceria PARK - Pizzas, cachopos, hamburguesas, menú del día caseroSe puede recoger para llevar y ademas envio a domicilio por parte de Ineed",https://es.restaurantguru.com/Cerveceria-Park-Cangas-de-Onis,https://cerveceria-park.gaqo.net,https://www.instagram.com/cerveceriaelpark/?hl=es
Cerveceria stadium, Cangas de Onís,43.3503736,-5.1297362,"C. el Parque, 5, Cangas de Onís, Principado de Asturias, España",X,X,X,X,70,138,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Tras caminar por Puente Romano, muchos visitantes se detienen un momento en este restaurante. No olvides comer el sorprendente laing, las caseras hamburguesas americanas o la singular pizza de Cerveceria stadium. A sus visitantes no les gusta la sidra de este lugar. Comprueba por ti mismo lo de confianza que es su personal. El servicio en este lugar se podría catalogar de eficiente. Aquí encontrarás una interesante atmósfera. Pero los clientes valoran este restaurante por debajo de la media en Google.",https://es.restaurantguru.com/Cerveceria-stadium-Cangas-de-Onis,X,X
Sidrería La Caldera, Cangas de Onís,43.3506567,-5.1260643,"C. Roberto Frassinelli, Cangas de Onís, Principado de Asturias, España",+34984502835,['10'],"['19:00-23:00', 'Cerrado', '19:00-23:00', '19:00-23:00', '19:00-23:00', '19:00-23:00', '19:00-23:00']","['Española', 'Opciones vegetarianas']",86,2309,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Reserva', 'TV']","Seguro que vas a visitar Puente Romano: la recomendación de sus habituales es que vengas también a este bar. Sidrería La Caldera sirve cocina española. No te marches sin probar sus sorprendentes tiras de pollo, sus generosas croquetas de jamón o sus perfectamente elaborados jamón serrano. Es una buena idea pedir una singular tarta de chocolate, un atrayente pastel de frutas y una delicada tarta de queso. No puedes dejar de degustar su extraordinaria sidra, su excelente cordial o su irresistible vino cuando visites este lugar. Visita este establecimiento y pide un estupendo café cortado. Vas a llevarte un buen recuerdo de este lugar, puesto que es bien conocido por su gran servicio y su amable personal, siempre dispuesto a ayudar. Te van a gustar sus precios bajos. En este bar, sus clientes disfrutan de un ambiente festivo y de una decoración hermosa. Los usuarios de Google han premiado a Sidrería La Caldera con un 4,7.",https://es.restaurantguru.com/Sidreria-La-Caldera-Cangas-de-Onis,X,X
Sidreria Vega Redonda, Cangas de Onís,43.3515498,-5.1297295,"P.º del Río Güeña, 2, Cangas de Onís, Principado de Asturias, España",+34654439360,['10'],"['Cerrado', '13:00-16:00/20:00-23:30', '13:00-16:00/20:00-23:30', '13:00-16:00/20:00-23:30', '13:00-16:00/20:00-23:30', '13:00-16:00/20:00-23:30', '13:00-16:00']",['Española'],76,2110,"['Tarjetas de crédito aceptadas', 'Para llevar', 'Entrega', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Una vez que el paseo alrededor de Puente Romano se haya terminado, visita Sidreria Vega Redonda. En este restaurante te servirán recetas de cocina española. Puedes compartir una tierna fabada asturiana, unas generosas empanadas y un bien trabajado pulpo con tus amistades y pasar un rato agradable aquí. Saborea su sabrosa tarta de queso, su atrayente pastel de frutas y su delicado flan. La mayoría de usuarios se han dado cuenta de que puedes tomarte una insuperable sidra o un extraordinario vino en Sidreria Vega Redonda. No vas a poder olvidar el espectacular café que se puede degustar aquí. Por si todo esto fuera poco, sus camareros y camareras estan bien entrenados. Tal y como muchos críticos reconocen, el servicio es sofisticado. Este lugar te ofrece comidas a unos precios razonables. Su acogedora atmósfera alegra el corazón de sus asiduos y atrae nuevos visitantes. Este lugar ha logrado un 4,5 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Sidreria-vega-redonda-Cangas-de-Onis,https://es-es.facebook.com,https://www.instagram.com/vegaredonda/?hl=es
El Comedor, Cangas de Onís,43.350193,-5.1310322,"C. Turista, 2, Cangas de Onís, Principado de Asturias, España",+34985848011,"['10', '24']","['11:00-18:00/19:00-23:00', '11:00-18:00/19:00-23:00', '11:00-18:00/19:00-23:00', '11:00-23:00', '11:00-23:00', '11:00-23:00', '11:00-23:00']",['Española'],70,12,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Un paseo admirando Puente Romano es lo menos que puedes esperar tras cenar en este restaurante. Aquí puedes degustar platos de la cocina española. Google le ha dado un 4,2, lo que indica que puedes elegir El Comedor para pasar un rato agradable.",https://es.restaurantguru.com/El-Comedor-Cangas-de-Onis,X,X
Restaurante casa dago, Cangas de Onís,43.349599,-5.1290769,"C. San Pelayo, Cangas de Onís, Principado de Asturias, España",+34984197599,X,X,X,64,243,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva']","Este es el sitio mejor ubicado cerca de Puente Romano. Merece la pena visitar este bar para probar su generoso pulpo, sus sorprendentes tortillas y su tierno arroz con leche. Aquí puedes tomarte una espectacular sidra. Su preparado personal refleja el estilo y el carácter de Restaurante casa dago. Tenemos que destacar que su servicio se considera sofisticado. Tal y como muchos clientes aseguran, la atmósfera es confortable. Pero la mayoría de los visitantes que usan Google no le dieron a este lugar una nota muy alta.",https://es.restaurantguru.com/Restaurante-casa-dago-Cangas-de-Onis,X,X
