Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
El Círculo Espacio Gastronómico, Aviles,43.55596180,-5.92145120,"Calle La Ferrería, 10, Aviles, Principado de Asturias, España",+34984490119, €16 - €32,"['LunesLun', 'Cerrado', 'MartesMar', '12:00-17:00', 'MiércolesMié', '12:00-17:00', 'JuevesJue', '12:00-17:00', 'ViernesVie', '12:00-17:0020:00-00:00', 'SábadoSáb', '12:00-17:0020:00-00:00', 'DomingoDom', '12:00-17:00']","['Mediterránea', 'Española']",88,603,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Reserva', 'Accesible para sillas de ruedas']","Tras una buena caminata por Church of San Nicolas de Bari, visita este restaurante y descansa un poco. Las comidas mediterránea y española merecen aquí la pena. Merece la pena visitar El Círculo Espacio Gastronómico para probar su atrayente tartar de atún, su sorprendente lubina y sus caseras croquetas. Puedes compartir un generoso pastelito de manzana, un singular pastel de frutas y una bien trabajada tarta de manzana con tus amistades y disfrutar de un rato agradable aquí. Su irresistible vino está entre las bebidas más solicitadas de este lugar. Aquí puedes beber un extraordinario café cortado. La buenísima ubicación de este lugar hace que llegar a él incluso en hora punta sea muy sencillo. Un aspecto positivo de este restaurante es que el personal es muy activo. Vas a disfrutar con su admirable servicio. Es de esperar que los precios en El Círculo Espacio Gastronómico sigan siendo asequibles. Una decoración bonita y su ambiente distendido ayudan a sus clientes a sentirse relajados. Según la valoración de Google, este lugar ha logrado un 4,5.",https://es.restaurantguru.com/El-Circulo-Restaurante-and-Vinoteca-Aviles,elcirculoespaciogastronomico.com,@elcirculo.restaurante
Restaurante La Dársena, Aviles,43.55539440,-5.91905000,"C. de Llano Ponte, 7, Aviles, Principado de Asturias, España",+34984490369, €12 - €62,"['LunesLun', '12:00-17:30', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:00-17:30', 'JuevesJue', '12:00-17:30', 'ViernesVie', '12:00-17:3020:30-01:00', 'SábadoSáb', '12:00-17:3020:30-01:00', 'DomingoDom', '12:00-17:30']","['Mediterránea', 'Española', 'Opciones vegetarianas']",88,1665,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'Reserva', 'No hay entrega', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Acércate a comer tras visitar Parque de Ferrera. Échales un vistazo a las cartas mediterránea y española. Este restaurante debería recomendarse solo por su atrayente bacalao, sus bien trabajados calamares y sus sabrosas croquetas de jamón. Sus cocineros preparan aquí un bien preparado pastel de frutas, una singular tarta de queso y unos generosos helados. Su excelente vino blanco, su espectacular cerveza y su irresistible fino son el punto clave de Restaurante La Dársena. Aquí puedes tomarte un extraordinario café cortado. A los más pequeños les ofrecerán un menú infantil estupendo. Su sofisticado personal recibe a los clientes todo el año. Su servicio siempre es admirable, no lo olvides. Los precios de este lugar se dice que son asequibles. Una decoración festiva y su ambiente cuidado ayudan a sus clientes a sentirse relajados. Los usuarios de Google le han asignado una nota de 4,5 a este lugar.",https://es.restaurantguru.com/La-Darsena-Aviles,darsenarestaurante.com,Desconocido
Restaurante Jose's, Aviles,43.55234500,-5.93068880,"calle Fuero de Avilés s/n, Aviles, Principado de Asturias, España",+34984198740, €12 - €42,"['LunesLun', '10:00-01:00', 'MartesMar', '10:00-01:00', 'MiércolesMié', '10:00-01:00', 'JuevesJue', '10:00-01:00', 'ViernesVie', '10:00-01:00', 'SábadoSáb', '11:00-01:00', 'DomingoDom', '11:00-01:00']","['Española', 'Mediterránea', 'Opciones vegetarianas']",88,669,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'Entrega', 'Reserva', 'Accesible para sillas de ruedas']","Las cocinas mediterránea y española son lo que a sus clientes más les gusta en este restaurante. Un gran número de los comensales de Restaurante Jose's apunta que aquí tienen un casero rape, un singular laing y una perfectamente elaborada ensaladilla olivier. Prueba sus bien preparados helados, su sabrosa tarta de queso y su delicado pastel de frutas. Es fácil encontrar este lugar gracias a su gran ubicación. No dejes pasar la oportunidad de pedir un extraordinario vino. Este lugar te ofrece su excelente café. Muchos visitantes indican que el personal es genial. Su espectacular servicio te hará sentirte especial. Los asiduos de este restaurante dicen que sus precios les han parecido interesantes. Una decoración hermosa y su ambiente encantador ayudan a sus clientes a sentirse relajados. Restaurante Jose's ha sido galardonado con un 4,4 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Restaurante-Joses-Aviles-4,facebook.com,@joses_restaurante
Restaurante El Poeta, Aviles,43.55932170,-5.92298040,"Calle La Estación, 10, Aviles, Principado de Asturias, España",+34984831427, €10 - €24,"['LunesLun', '12:00-16:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:00-16:00', 'JuevesJue', '12:00-16:0020:00-23:30', 'ViernesVie', '12:00-16:0020:00-00:00', 'SábadoSáb', '12:00-16:0020:00-00:00', 'DomingoDom', '12:00-16:0020:00-23:30']","['Española', 'Opciones vegetarianas']",88,1101,"['Asientos al aire libre', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Tanto Church of Santo Tomas de Canterbury como Restaurante El Poeta merecen una visita. Si te gusta la cocina española, merece la pena que conozcas este bar. Basándonos en las opiniones de los clientes, aquí sus camareros te ofrecen unas generosas costillas, unas sabrosas patatas rellenas y una singular fabada asturiana. Muchos comensales vienen a probar sus delicados helados, su sorprendente pastel de frutas o su bien trabajado yogur. Aquí puedes pedir un espectacular vino, una insuperable sidra o un sensacional cordial. Muchos de sus clientes piden su estupendo café cortado. Es fácil encontrar Restaurante El Poeta gracias a su gran ubicación. Muchos visitantes consideran que en este establecimiento los camareros y camareras son corteses. Su pulcro servicio es un enorme plus para este lugar. Según el criterio de los usuarios, sus precios son adecuados. En este lugar podrás disfrutar de su cuidada decoración y de un hogareño ambiente. Este bar ha logrado un 4,4 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/El-Poeta-Aviles,facebook.com,Desconocido
Restaurante Rexidor, Barredo,43.58506120,-5.89620320,"Lugar Barredo, 32, Barredo, Principado de Asturias, España",+34985888843, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '12:00-17:00', 'MiércolesMié', '12:00-17:00', 'JuevesJue', '12:00-17:00', 'ViernesVie', '12:00-17:00', 'SábadoSáb', '12:00-18:00', 'DomingoDom', '12:00-18:00']",['Española'],86,376,"['Asientos al aire libre', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Estacionamiento']","La cocina española es algo que no hay que dejar de probar en este restaurante. En Restaurante Rexidor, sus visitantes pueden tomar unos perfectamente elaborados escalopines, unas sabrosas empanadas y un generoso rape. Pide su singular pastel de frutas. En este lugar, sus clientes pueden beber un insuperable vino o una excelente sidra. No pierdas la oportunidad de probar su sensacional café. Muchos comensales afirman que el personal es de confianza en este lugar. Descansar y comer aquí es siempre un placer, principalmente por su genial servicio. Muchos críticos apuntan que los precios son adecuados para lo que te dan. Tan pronto como entras en este establecimiento, sientes su espectacular atmósfera. Según la valoración de Google, este restaurante ha recibido un 4,4.",https://es.restaurantguru.com/Restaurante-Rexidor-Luanco,facebook.com,Desconocido
La Chalana, Aviles,43.57147430,-5.92327250,"CASA DEL MAR, Av. Conde de Guadalhorce, 95, BAJO;JUMTO, Aviles, Principado de Asturias, España",+34985521385, €21 - €41,"['LunesLun', '12:00-00:00', 'MartesMar', '12:00-00:00', 'MiércolesMié', '12:00-00:00', 'JuevesJue', '12:00-00:00', 'ViernesVie', '12:00-00:00', 'SábadoSáb', '12:00-00:00', 'DomingoDom', '12:00-00:00']","['Pescado y marisco', 'Española']",86,5839,"['Tarjetas de crédito aceptadas', 'Sin asientos al aire libre', 'Wifi', 'Reserva', 'No hay entrega', 'Para llevar', 'Accesible para sillas de ruedas', 'Estacionamiento', 'TV']","Se recomienda pedir la cocina española de este restaurante. Si tienes hambre, ven aquí a tomar sus perfectamente elaborados pasteles dominicanos, su singular pastela o su sorprendente pastel de pescado. Servir un bien preparado pastel de frutas, un delicado postre de café y unos generosos helados es la seña de identidad de La Chalana. Su excelente sidra, su delicioso vino o su sensacional vino blanco harán que tu comida esté incluso más deliciosa, lo que, seguramente, te hará volver. En este lugar, sus clientes pueden tomar un magnífico café cortado o una espectacular tónica. Es fácil encontrar este lugar gracias a su estupenda ubicación. Por si todo esto fuera poco, sus camareros y camareras son serviciales. Sus comensales dicen que aquí el servicio es genial. Este restaurante te permite elegir entre una gran variedad de platos a unos precios asequibles. Sin duda vas a disfrutar de su acogedor ambiente y su cuidada decoración. La Chalana tiene en Google una nota de 4,4 según sus usuarios.",https://es.restaurantguru.com/La-Chalana-Marisquerias-Aviles,lachalana.com,@marisqueriaslachalana
Restaurante Casa Patxi, Aviles,43.56865000,-5.94873020,"Lugar Atras, 15, Aviles, Principado de Asturias, España",+34985563705, €11 - €20,"['LunesLun', '12:00-17:00', 'MartesMar', '12:00-17:00', 'MiércolesMié', '12:00-17:00', 'JuevesJue', '12:00-17:00', 'ViernesVie', '12:00-00:00', 'SábadoSáb', '12:00-00:00', 'DomingoDom', '12:00-00:00']",['Española'],86,1176,"['Asientos al aire libre', 'Para llevar', 'Tarjetas de crédito aceptadas', 'Entrega', 'Reserva', 'Accesible para sillas de ruedas', 'Estacionamiento', 'TV']","Este restaurante te ofrece platos de la cocina española. Pide un atrayente buey, un perfectamente elaborado rape o un sabroso pulpo en Restaurante Casa Patxi. Disfruta de un estupendo rato aquí y comparte su bien preparado pastel de frutas, su casera tarta de queso y sus singulares helados con tus amistades. Este lugar ofrece entre sus bebidas una sorprendente sidra, un irresistible fino y una insuperable sangría. Tal y como un gran número de usuarios dicen, su café cortado es bastante recomendable. Imagina una combinación de comidas estupendas con un personal contento: eso es exactamente lo que este lugar te ofrece. Tenemos que destacar que su servicio se tiene por cuidado. Basándonos en las opiniones de los clientes, los precios son asequibles. Su acogedora atmósfera ha sido muy destacada por sus visitantes. Según la valoración de Google, este restaurante ha llegado a un 4,4.",https://es.restaurantguru.com/Sidreria-San-Cristobal-Casa-Patxi-Aviles,facebook.com,Desconocido
Restaurante La Botella, Aviles,43.55960670,-5.92223870,"C. Emile Robin, 15, Aviles, Principado de Asturias, España",+34985564808, €16 - €42,"['LunesLun', '12:00-16:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:00-16:0020:00-23:00', 'JuevesJue', '12:00-16:0020:00-23:00', 'ViernesVie', '12:00-16:0020:00-23:00', 'SábadoSáb', '12:00-16:0020:00-23:00', 'DomingoDom', '12:00-16:0020:00-23:00']","['Pescado y marisco', 'Española']",86,1508,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'No hay entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi', 'TV']","Restaurante La Botella está muy cerca de Church of Santo Tomas de Canterbury. Su cocina española ofrece en este restaurante unas recetas sabrosas. La mayoría de los clientes recomienda probar sus perfectamente elaborados berberechos, sus tiernos calamares y su generoso rape. Puedes tomarte un singular pastel de frutas, un casero milhojas y un atrayente pastel milhojas en Restaurante La Botella. La carta de vinos es muy amplia, para que todos los visitantes puedan encontrar alguno que satisfaga su gusto. Pide su estupendo café. Una serie de críticos encuentran que el personal esta contento en este lugar. Un espectacular servicio es otro punto importante. Pagarás unos precios razonables por sus platos. Clientes que han acudido a este lugar dicen que el ambiente es interesante. Este restaurante ha recibido en Google un 4,4 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/La-Botella-Aviles,facebook.com,@labotellaaviles
Restaurante Yamiqueo, Aviles,43.53593180,-5.89305910,"Pje. Peral, 2, Aviles, Principado de Asturias, España",+34619490200,hasta €10,"['LunesLun', '09:00-23:00', 'MartesMar', 'Cerrado', 'MiércolesMié', '09:00-23:00', 'JuevesJue', '09:00-23:00', 'ViernesVie', '09:00-23:00', 'SábadoSáb', '09:00-23:00', 'DomingoDom', '11:00-23:00']","['Grill', 'Opciones vegetarianas']",86,411,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'Wifi']","Muchos de sus clientes dicen que aquí los camareros te ofrecen un bien trabajado laing, un singular rape y un generoso steak tartar. Degusta su bien preparado flan. No dejes pasar la oportunidad de probar un estupendo vino o una insuperable cerveza. Este bar te ofrece su delicioso café. Se comenta que aquí el personal esta preparado. Su agradable servicio es un gran beneficio. Aquí vas a pagar unos precios interesantes. Hay un genial ambiente en Restaurante Yamiqueo, tal y como lo ven sus asiduos. Los usuarios de Google aprecian este lugar: le han otorgado 4,5 estrellas.",https://es.restaurantguru.com/Yamiqueo-Aviles,e-yamiqueo.gaqo.net,Desconocido
L'Alfarería, Aviles,43.55681720,-5.92146070,"Calle De La Ferrería 25, Aviles, Principado de Asturias, España",+34985546834, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', '11:00-15:45', 'JuevesJue', '11:00-15:45', 'ViernesVie', '11:00-15:4519:30-22:45', 'SábadoSáb', '11:00-16:0019:30-00:00', 'DomingoDom', '11:00-16:00']","['Española', 'Mediterránea', 'Opciones vegetarianas']",86,1066,"['Asientos al aire libre', 'Reserva', 'TV', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar']","Acércate a comer tras visitar Museo de la Historia Urbana de Aviles. La carta de este bar incluye platos de las cocinas mediterránea y española. La mayoría de los clientes de L'Alfarería afirma que aquí sirven un casero entrecote, un bien trabajado pulpo y un sabroso laing. Degusta su sorprendente pastel de frutas, su singular helado o su delicada tarta de queso. La estupenda ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Aquí puedes pedir un sensacional vino de Oporto, una extraordinaria sidra o un espectacular cordial. Este lugar ofrece entre sus bebidas un bien valorado café cortado. Se comenta que aquí el personal es competente. Su profesional servicio es un enorme beneficio. Los visitantes de este bar afirman que sus precios les han parecido adecuados. Una decoración cuidada y su ambiente atrayente ayudan a sus clientes a sentirse relajados. La nota global de L'Alfarería en Google es de 4,3.",https://es.restaurantguru.com/LAlfareria-Aviles,lalfareria.com,@lalfareriarestaurante
Restaurante Pazo de Monterrey, Aviles,43.55571920,-5.92668940,"Av. Fernández Balsera, 21, Aviles, Principado de Asturias, España",+34985527028, €10 - €24,"['LunesLun', '12:00-16:0020:00-00:00', 'MartesMar', '12:00-16:0020:00-00:00', 'MiércolesMié', 'Cerrado', 'JuevesJue', '12:00-16:0020:00-00:00', 'ViernesVie', '12:00-16:0020:00-00:00', 'SábadoSáb', '12:00-16:0020:00-00:00', 'DomingoDom', '12:00-16:0020:00-00:00']","['Española', 'Grill']",86,816,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'Reserva']","Para un turista, tanto este restaurante como Fuente de los Canos de San Francisco pueden ser igual de atrayentes. Si disfrutas de la cocina española, completa tu colección en Restaurante Pazo de Monterrey. Si todavía no has degustado el perfectamente elaborado entrecote, el singular entrecot o el sabroso buey de este lugar, entonces no has disfrutado aún de la vida. Basándonos en las opiniones de los críticos, aquí sus camareros te sirven una atrayente tarta de queso, un delicado pastel de frutas y una casera cuajada. La carta de vinos es muy variada: hay que satisfacer las necesidades de todos los visitantes. Cuando vayas a este lugar, tienes que tomar su excelente café. La mayoría de usuarios dicen que en este establecimiento el personal es abnegado. Un admirable servicio es siempre un plus importante. Este restaurante te ofrece unos precios adecuados por unas comidas exquisitas. Una decoración agradable y su ambiente interesante ayudan a sus clientes a sentirse relajados. Según la valoración de Google, Restaurante Pazo de Monterrey ha logrado un 4,3.",https://es.restaurantguru.com/Pazo-de-Monterrey-Aviles,pazosdelrey.com,@bodegapazosdelrey
